Indicator,PUBLISH STATES,Year,WHO region,World Bank income group,Country,Sex,Display Value,Numeric
Life expectancy at birth (years),Published,2000,Europe,,North Macedonia,Female,73.5,73.47708
Life expectancy at birth (years),Published,2000,Europe,,North Macedonia,Both sexes,71.1,71.10777
Life expectancy at birth (years),Published,2000,Africa,,Mali,Male,52.6,52.60764
Life expectancy at birth (years),Published,2000,Africa,,Mali,Female,52.7,52.74541
Life expectancy at birth (years),Published,2000,Africa,,Mali,Both sexes,52.6,52.63884
Life expectancy at birth (years),Published,2000,Europe,,Malta,Male,75.5,75.527
Life expectancy at birth (years),Published,2010,Europe,,Malta,Female,82.5,82.54498
Life expectancy at birth (years),Published,2010,Europe,,Malta,Both sexes,80.4,80.4485
Life expectancy at birth (years),Published,2010,South-East Asia,,Myanmar,Male,61.6,61.62328
Life expectancy at birth (years),Published,2010,South-East Asia,,Myanmar,Female,67.9,67.87344
Life expectancy at birth (years),Published,2010,South-East Asia,,Myanmar,Both sexes,64.8,64.78619
Life expectancy at birth (years),Published,2010,Europe,,Montenegro,Male,72.3,72.26621
Life expectancy at birth (years),Published,2015,Europe,,Montenegro,Female,77.7,77.72871
Life expectancy at birth (years),Published,2015,Europe,,Montenegro,Both sexes,75.3,75.27178
Life expectancy at birth (years),Published,2015,Western Pacific,,Mongolia,Male,63.4,63.44672
Life expectancy at birth (years),Published,2015,Western Pacific,,Mongolia,Female,72.1,72.13081
Life expectancy at birth (years),Published,2015,Western Pacific,,Mongolia,Both sexes,67.6,67.61475
Life expectancy at birth (years),Published,2015,Africa,,Mozambique,Male,52.4,52.41692
Life expectancy at birth (years),Published,2019,Africa,,Mozambique,Male,54.5,54.45667
Life expectancy at birth (years),Published,2019,Africa,,Mozambique,Female,61.7,61.73365
Life expectancy at birth (years),Published,2019,Africa,,Mozambique,Both sexes,58.1,58.13618
Life expectancy at birth (years),Published,2019,Africa,,Mauritania,Male,68.1,68.08337
Life expectancy at birth (years),Published,2019,Africa,,Mauritania,Female,68.7,68.73493
Life expectancy at birth (years),Published,2019,Africa,,Mauritania,Both sexes,68.4,68.37999
Life expectancy at birth (years),Published,2000,Africa,,Mauritius,Female,74.8,74.80077
Life expectancy at birth (years),Published,2000,Africa,,Mauritius,Both sexes,71.2,71.17201
Life expectancy at birth (years),Published,2000,Africa,,Malawi,Male,44,43.96169
Life expectancy at birth (years),Published,2000,Africa,,Malawi,Female,45.6,45.58632
Life expectancy at birth (years),Published,2000,Africa,,Malawi,Both sexes,44.7,44.72838
Life expectancy at birth (years),Published,2000,Western Pacific,,Malaysia,Male,70.6,70.55416
Life expectancy at birth (years),Published,2010,Western Pacific,,Malaysia,Male,72.2,72.2492
Life expectancy at birth (years),Published,2010,Western Pacific,,Malaysia,Female,76.5,76.51662
Life expectancy at birth (years),Published,2010,Western Pacific,,Malaysia,Both sexes,74.3,74.25258
Life expectancy at birth (years),Published,2010,Africa,,Namibia,Male,57.3,57.25439
Life expectancy at birth (years),Published,2010,Africa,,Namibia,Female,64.7,64.65546
Life expectancy at birth (years),Published,2010,Africa,,Namibia,Both sexes,60.9,60.93765
Life expectancy at birth (years),Published,2015,Africa,,Niger,Male,60.3,60.2756
Life expectancy at birth (years),Published,2015,Africa,,Niger,Female,62.9,62.86394
Life expectancy at birth (years),Published,2015,Africa,,Niger,Both sexes,61.5,61.53951
Life expectancy at birth (years),Published,2015,Africa,,Nigeria,Male,59.6,59.59
Life expectancy at birth (years),Published,2015,Africa,,Nigeria,Female,62.8,62.79717
Life expectancy at birth (years),Published,2015,Africa,,Nigeria,Both sexes,61.2,61.15609
Life expectancy at birth (years),Published,2019,Americas,,Nicaragua,Male,72.1,72.07236
Life expectancy at birth (years),Published,2019,Americas,,Nicaragua,Female,77.9,77.92856
Life expectancy at birth (years),Published,2019,Americas,,Nicaragua,Both sexes,75,75.03769
Life expectancy at birth (years),Published,2019,Europe,,Netherlands,Male,80.4,80.39664
Life expectancy at birth (years),Published,2019,Europe,,Netherlands,Female,83.1,83.14901
Life expectancy at birth (years),Published,2019,Europe,,Netherlands,Both sexes,81.8,81.79341
Life expectancy at birth (years),Published,2000,Europe,,Norway,Male,75.9,75.85964
Life expectancy at birth (years),Published,2000,Europe,,Norway,Female,81.2,81.15433
Life expectancy at birth (years),Published,2000,Europe,,Norway,Both sexes,78.5,78.53192
Life expectancy at birth (years),Published,2000,South-East Asia,,Nepal,Male,63.9,63.86727
Life expectancy at birth (years),Published,2000,South-East Asia,,Nepal,Female,66.6,66.57282
Life expectancy at birth (years),Published,2000,South-East Asia,,Nepal,Both sexes,65.3,65.25922
Life expectancy at birth (years),Published,2010,Western Pacific,,New Zealand,Male,79.1,79.12289
Life expectancy at birth (years),Published,2010,Western Pacific,,New Zealand,Female,82.7,82.70528
Life expectancy at birth (years),Published,2010,Western Pacific,,New Zealand,Both sexes,80.9,80.93715
Life expectancy at birth (years),Published,2010,Eastern Mediterranean,,Oman,Male,69,68.97169
Life expectancy at birth (years),Published,2010,Eastern Mediterranean,,Oman,Female,72.5,72.54832
Life expectancy at birth (years),Published,2010,Eastern Mediterranean,,Oman,Both sexes,70.4,70.36497
Life expectancy at birth (years),Published,2015,Eastern Mediterranean,,Pakistan,Male,63.1,63.12226
Life expectancy at birth (years),Published,2015,Eastern Mediterranean,,Pakistan,Female,65.4,65.36355
Life expectancy at birth (years),Published,2015,Eastern Mediterranean,,Pakistan,Both sexes,64.2,64.18282
Life expectancy at birth (years),Published,2015,Americas,,Panama,Male,76.2,76.16512
Life expectancy at birth (years),Published,2015,Americas,,Panama,Female,81.4,81.38107
Life expectancy at birth (years),Published,2019,Americas,,Panama,Both sexes,79.3,79.29353
Life expectancy at birth (years),Published,2019,Americas,,Peru,Male,78.5,78.4557
Life expectancy at birth (years),Published,2019,Americas,,Peru,Female,81.3,81.33572
Life expectancy at birth (years),Published,2019,Americas,,Peru,Both sexes,79.9,79.89777
Life expectancy at birth (years),Published,2019,Western Pacific,,Philippines,Male,67.4,67.40279
Life expectancy at birth (years),Published,2019,Western Pacific,,Philippines,Female,73.6,73.59611
Life expectancy at birth (years),Published,2000,Western Pacific,,Papua New Guinea,Male,61.1,61.12458
Life expectancy at birth (years),Published,2000,Western Pacific,,Papua New Guinea,Female,65.6,65.56835
Life expectancy at birth (years),Published,2000,Western Pacific,,Papua New Guinea,Both sexes,63.3,63.28541
Life expectancy at birth (years),Published,2000,Europe,,Poland,Male,69.5,69.5091
Life expectancy at birth (years),Published,2000,Europe,,Poland,Female,77.9,77.87715
Life expectancy at birth (years),Published,2000,Europe,,Poland,Both sexes,73.7,73.70372
Life expectancy at birth (years),Published,2010,Europe,,Poland,Both sexes,76.3,76.25071
Life expectancy at birth (years),Published,2010,South-East Asia,,Democratic People's Republic of Korea,Male,66.9,66.92751
Life expectancy at birth (years),Published,2010,South-East Asia,,Democratic People's Republic of Korea,Female,73.1,73.09081
Life expectancy at birth (years),Published,2010,South-East Asia,,Democratic People's Republic of Korea,Both sexes,70.2,70.182
Life expectancy at birth (years),Published,2010,Europe,,Portugal,Male,76.6,76.59469
Life expectancy at birth (years),Published,2010,Europe,,Portugal,Female,82.7,82.73711
Life expectancy at birth (years),Published,2015,Europe,,Portugal,Both sexes,80.9,80.88557
Life expectancy at birth (years),Published,2015,Americas,,Paraguay,Male,72.8,72.82518
Life expectancy at birth (years),Published,2015,Americas,,Paraguay,Female,78.6,78.60267
Life expectancy at birth (years),Published,2015,Americas,,Paraguay,Both sexes,75.6,75.56395
Life expectancy at birth (years),Published,2019,Eastern Mediterranean,,Afghanistan,Male,63.3,63.28709
Life expectancy at birth (years),Published,2019,Eastern Mediterranean,,Afghanistan,Female,63.2,63.15551
Life expectancy at birth (years),Published,2019,Eastern Mediterranean,,Afghanistan,Both sexes,63.2,63.2099
Life expectancy at birth (years),Published,2019,Africa,,Angola,Male,60.7,60.70384
Life expectancy at birth (years),Published,2019,Africa,,Angola,Female,65.5,65.51968
Life expectancy at birth (years),Published,2000,Europe,,Albania,Male,70.7,70.65347
Life expectancy at birth (years),Published,2000,Europe,,Albania,Female,76.9,76.91914
Life expectancy at birth (years),Published,2000,Europe,,Albania,Both sexes,73.5,73.54528
Life expectancy at birth (years),Published,2000,Eastern Mediterranean,,United Arab Emirates,Male,72.2,72.1955
Life expectancy at birth (years),Published,2000,Eastern Mediterranean,,United Arab Emirates,Female,75.1,75.05625
Life expectancy at birth (years),Published,2000,Eastern Mediterranean,,United Arab Emirates,Both sexes,73.2,73.18027
Life expectancy at birth (years),Published,2010,Eastern Mediterranean,,United Arab Emirates,Both sexes,74.9,74.86285
Life expectancy at birth (years),Published,2010,Americas,,Argentina,Male,72.1,72.14228
Life expectancy at birth (years),Published,2010,Americas,,Argentina,Female,78.6,78.63397
Life expectancy at birth (years),Published,2010,Americas,,Argentina,Both sexes,75.4,75.43737
Life expectancy at birth (years),Published,2010,Europe,,Armenia,Male,69.4,69.38869
Life expectancy at birth (years),Published,2010,Europe,,Armenia,Female,76.6,76.61044
Life expectancy at birth (years),Published,2015,Europe,,Armenia,Both sexes,74.5,74.51096
Life expectancy at birth (years),Published,2015,Americas,,Antigua and Barbuda,Male,74.4,74.43078
Life expectancy at birth (years),Published,2015,Americas,,Antigua and Barbuda,Female,77.8,77.75526
Life expectancy at birth (years),Published,2015,Americas,,Antigua and Barbuda,Both sexes,76.1,76.13984
Life expectancy at birth (years),Published,2015,Western Pacific,,Australia,Male,80.4,80.40707
Life expectancy at birth (years),Published,2015,Western Pacific,,Australia,Female,84.2,84.16809
Life expectancy at birth (years),Published,2019,Western Pacific,,Australia,Both sexes,83,83.04064
Life expectancy at birth (years),Published,2019,Europe,,Austria,Male,79.4,79.44242
Life expectancy at birth (years),Published,2019,Europe,,Austria,Female,83.8,83.78033
Life expectancy at birth (years),Published,2019,Europe,,Austria,Both sexes,81.6,81.64519
Life expectancy at birth (years),Published,2019,Europe,,Azerbaijan,Male,68.8,68.7806
Life expectancy at birth (years),Published,2000,Europe,,Azerbaijan,Both sexes,65.5,65.52002
Life expectancy at birth (years),Published,2000,Africa,,Burundi,Male,41.8,41.79497
Life expectancy at birth (years),Published,2000,Africa,,Burundi,Female,45.9,45.85238
Life expectancy at birth (years),Published,2000,Africa,,Burundi,Both sexes,43.8,43.78423
Life expectancy at birth (years),Published,2000,Europe,,Belgium,Male,74.5,74.53505
Life expectancy at birth (years),Published,2000,Europe,,Belgium,Female,80.7,80.73817
Life expectancy at birth (years),Published,2010,Europe,,Belgium,Both sexes,79.8,79.84602
Life expectancy at birth (years),Published,2010,Africa,,Benin,Male,58,58.03378
Life expectancy at birth (years),Published,2010,Africa,,Benin,Female,62.9,62.87867
Life expectancy at birth (years),Published,2010,Africa,,Benin,Both sexes,60.5,60.47139
Life expectancy at birth (years),Published,2010,Africa,,Burkina Faso,Male,56.2,56.18855
Life expectancy at birth (years),Published,2010,Africa,,Burkina Faso,Female,60.8,60.78899
Life expectancy at birth (years),Published,2015,Africa,,Burkina Faso,Female,63.4,63.44909
Life expectancy at birth (years),Published,2015,Africa,,Burkina Faso,Both sexes,60.9,60.91832
Life expectancy at birth (years),Published,2015,South-East Asia,,Bangladesh,Male,72.5,72.49697
Life expectancy at birth (years),Published,2015,South-East Asia,,Bangladesh,Female,74.8,74.78614
Life expectancy at birth (years),Published,2015,South-East Asia,,Bangladesh,Both sexes,73.6,73.58051
Life expectancy at birth (years),Published,2015,Europe,,Bulgaria,Male,71.2,71.17231
Life expectancy at birth (years),Published,2019,Europe,,Bulgaria,Female,78.6,78.59532
Life expectancy at birth (years),Published,2019,Europe,,Bulgaria,Both sexes,75.1,75.07156
Life expectancy at birth (years),Published,2019,Eastern Mediterranean,,Bahrain,Male,75,75.04118
Life expectancy at birth (years),Published,2019,Eastern Mediterranean,,Bahrain,Female,77,77.01587
Life expectancy at birth (years),Published,2019,Eastern Mediterranean,,Bahrain,Both sexes,75.8,75.81459
Life expectancy at birth (years),Published,2019,Americas,,Bahamas,Male,69.9,69.8522
Life expectancy at birth (years),Published,2000,Americas,,Bahamas,Both sexes,70.9,70.93668
Life expectancy at birth (years),Published,2000,Europe,,Bosnia and Herzegovina,Male,72.6,72.60197
Life expectancy at birth (years),Published,2000,Europe,,Bosnia and Herzegovina,Female,78,78.03024
Life expectancy at birth (years),Published,2000,Europe,,Bosnia and Herzegovina,Both sexes,75.4,75.41919
Life expectancy at birth (years),Published,2000,Europe,,Belarus,Male,63.3,63.27564
Life expectancy at birth (years),Published,2000,Europe,,Belarus,Female,74.6,74.60679
Life expectancy at birth (years),Published,2010,Europe,,Belarus,Female,76.4,76.40522
Life expectancy at birth (years),Published,2010,Europe,,Belarus,Both sexes,70.4,70.38769
Life expectancy at birth (years),Published,2010,Americas,,Belize,Male,70.9,70.89174
Life expectancy at birth (years),Published,2010,Americas,,Belize,Female,76.1,76.11723
Life expectancy at birth (years),Published,2010,Americas,,Belize,Both sexes,73.4,73.38513
Life expectancy at birth (years),Published,2010,Americas,,Bolivia (Plurinational State of),Male,69.4,69.43961
Life expectancy at birth (years),Published,2015,Americas,,Bolivia (Plurinational State of),Female,72.5,72.45124
Life expectancy at birth (years),Published,2015,Americas,,Bolivia (Plurinational State of),Both sexes,71.5,71.5186
Life expectancy at birth (years),Published,2015,Americas,,Brazil,Male,71.7,71.66687
Life expectancy at birth (years),Published,2015,Americas,,Brazil,Female,78.6,78.64028
Life expectancy at birth (years),Published,2015,Americas,,Brazil,Both sexes,75.1,75.13264
Life expectancy at birth (years),Published,2015,Americas,,Barbados,Male,75,75.01022
Life expectancy at birth (years),Published,2019,Americas,,Barbados,Female,77.7,77.66379
Life expectancy at birth (years),Published,2019,Americas,,Barbados,Both sexes,76,76.0344
Life expectancy at birth (years),Published,2019,Western Pacific,,Brunei Darussalam,Male,73.4,73.38683
Life expectancy at birth (years),Published,2019,Western Pacific,,Brunei Darussalam,Female,75.4,75.35551
Life expectancy at birth (years),Published,2019,Western Pacific,,Brunei Darussalam,Both sexes,74.3,74.32442
Life expectancy at birth (years),Published,2000,South-East Asia,,Bhutan,Female,66.6,66.59171
Life expectancy at birth (years),Published,2000,South-East Asia,,Bhutan,Both sexes,65.7,65.69579
Life expectancy at birth (years),Published,2000,Africa,,Botswana,Male,43.9,43.89779
Life expectancy at birth (years),Published,2000,Africa,,Botswana,Female,47.8,47.76789
Life expectancy at birth (years),Published,2000,Africa,,Botswana,Both sexes,45.6,45.58516
Life expectancy at birth (years),Published,2000,Africa,,Central African Republic,Male,43.2,43.23857
